"Run 1: Time (s)","Run 1: Illumination (lux)","Run 2: Time (s)","Run 2: Illumination (lux)","Run 3: Time (s)","Run 3: Illumination (lux)","Run 4: Time (s)","Run 4: Illumination (lux)","Run 5: Time (s)","Run 5: Illumination (lux)","Run 6: Time (s)","Run 6: Illumination (lux)"
5.49978,5384.70428467,5.49978,5384.70428467,5.49978,5384.70428467,5.49978,5384.70428467,5.49978,5198.04107666,5.49978,4558.01605225
5.516446,5384.70428467,5.516446,5384.70428467,5.516446,5384.70428467,5.516446,5384.70428467,5.516446,5179.58129883,5.516446,4539.55627441
5.533112,5384.70428467,5.533112,5384.70428467,5.533112,5384.70428467,5.533112,5384.70428467,5.533112,5185.77758789,5.533112,4543.68713379
5.549778,5384.70428467,5.549778,5384.70428467,5.549778,5384.70428467,5.549778,5384.70428467,5.549778,5191.8447876,5.549778,4551.81976318
5.566444,5384.70428467,5.566444,5384.70428467,5.566444,5384.70428467,5.566444,5384.70428467,5.566444,5177.51586914,5.566444,4553.88519287
5.58311,5384.70428467,5.58311,5384.70428467,5.58311,5384.70428467,5.58311,5384.70428467,5.58311,5200.10650635,5.58311,4541.6217041
5.599776,5384.70428467,5.599776,5384.70428467,5.599776,5386.76971436,5.599776,5384.70428467,5.599776,5191.8447876,5.599776,4543.68713379
5.616442,5384.70428467,5.616442,5384.70428467,5.616442,5384.70428467,5.616442,5384.70428467,5.616442,5195.97564697,5.616442,4555.95062256
5.633108,5386.76971436,5.633108,5386.76971436,5.633108,5386.76971436,5.633108,5384.70428467,5.633108,5187.84301758,5.633108,4545.62347412
5.649774,5384.70428467,5.649774,5384.70428467,5.649774,5384.70428467,5.649774,5384.70428467,5.649774,5202.17193604,5.649774,4555.95062256
5.66644,5384.70428467,5.66644,5384.70428467,5.66644,5384.70428467,5.66644,5384.70428467,5.66644,5183.7121582,5.66644,4551.81976318
5.683106,5384.70428467,5.683106,5384.70428467,5.683106,5386.76971436,5.683106,5384.70428467,5.683106,5191.8447876,5.683106,4555.95062256
5.699772,5384.70428467,5.699772,5384.70428467,5.699772,5384.70428467,5.699772,5384.70428467,5.699772,5191.8447876,5.699772,4555.95062256
5.716438,5384.70428467,5.716438,5386.76971436,5.716438,5384.70428467,5.716438,5384.70428467,5.716438,5193.91021729,5.716438,4566.14868164
5.733104,5384.70428467,5.733104,5386.76971436,5.733104,5384.70428467,5.733104,5384.70428467,5.733104,5175.45043945,5.733104,4560.08148193
5.74977,5384.70428467,5.74977,5386.76971436,5.74977,5384.70428467,5.74977,5384.70428467,5.74977,5191.8447876,5.74977,4545.62347412
5.766436,5384.70428467,5.766436,5384.70428467,5.766436,5384.70428467,5.766436,5384.70428467,5.766436,5187.84301758,5.766436,4535.42541504
5.783102,5386.76971436,5.783102,5384.70428467,5.783102,5384.70428467,5.783102,5384.70428467,5.783102,5198.04107666,5.783102,4549.7543335
5.799768,5386.76971436,5.799768,5384.70428467,5.799768,5386.76971436,5.799768,5384.70428467,5.799768,5189.77935791,5.799768,4529.22912598
5.816434,5384.70428467,5.816434,5386.76971436,5.816434,5384.70428467,5.816434,5384.70428467,5.816434,5200.10650635,5.816434,4541.6217041
5.8331,5386.76971436,5.8331,5384.70428467,5.8331,5384.70428467,5.8331,5384.70428467,5.8331,5200.10650635,5.8331,4553.88519287
5.849766,5384.70428467,5.849766,5384.70428467,5.849766,5384.70428467,5.849766,5384.70428467,5.849766,5189.77935791,5.849766,4558.01605225
5.866432,5384.70428467,5.866432,5386.76971436,5.866432,5384.70428467,5.866432,5384.70428467,5.866432,5193.91021729,5.866432,4555.95062256
5.883098,5384.70428467,5.883098,5384.70428467,5.883098,5384.70428467,5.883098,5384.70428467,5.883098,5208.23913574,5.883098,4564.21234131
5.899764,5384.70428467,5.899764,5384.70428467,5.899764,5384.70428467,5.899764,5384.70428467,5.899764,5193.91021729,5.899764,4558.01605225
5.91643,5384.70428467,5.91643,5384.70428467,5.91643,5384.70428467,5.91643,5384.70428467,5.91643,5200.10650635,5.91643,4547.68890381
5.933096,5384.70428467,5.933096,5384.70428467,5.933096,5384.70428467,5.933096,5384.70428467,5.933096,5208.23913574,5.933096,4549.7543335
5.949762,5384.70428467,5.949762,5384.70428467,5.949762,5386.76971436,5.949762,5384.70428467,5.949762,5206.30279541,5.949762,4537.49084473
5.966428,5384.70428467,5.966428,5386.76971436,5.966428,5386.76971436,5.966428,5386.76971436,5.966428,5206.30279541,5.966428,4535.42541504
5.983094,5384.70428467,5.983094,5386.76971436,5.983094,5384.70428467,5.983094,5384.70428467,5.983094,5208.23913574,5.983094,4535.42541504
5.99976,5384.70428467,5.99976,5384.70428467,5.99976,5384.70428467,5.99976,5386.76971436,5.99976,5202.17193604,5.99976,4551.81976318
6.016426,5384.70428467,6.016426,5384.70428467,6.016426,5384.70428467,6.016426,5386.76971436,6.016426,5187.84301758,6.016426,4549.7543335
6.033092,5384.70428467,6.033092,5384.70428467,6.033092,5384.70428467,6.033092,5386.76971436,6.033092,5210.30456543,6.033092,4564.21234131
6.049758,5384.70428467,6.049758,5384.70428467,6.049758,5384.70428467,6.049758,5384.70428467,6.049758,5206.30279541,6.049758,4580.60668945
6.066424,5384.70428467,6.066424,5384.70428467,6.066424,5384.70428467,6.066424,5384.70428467,6.066424,5189.77935791,6.066424,4590.80474854
6.08309,5384.70428467,6.08309,5384.70428467,6.08309,5384.70428467,6.08309,5384.70428467,6.08309,5208.23913574,6.08309,4588.73931885
6.099756,5386.76971436,6.099756,5384.70428467,6.099756,5384.70428467,6.099756,5384.70428467,6.099756,5210.30456543,6.099756,4601.13189697
6.116422,5384.70428467,6.116422,5384.70428467,6.116422,5384.70428467,6.116422,5384.70428467,6.116422,5175.45043945,6.116422,4599.06646729
6.133088,5384.70428467,6.133088,5384.70428467,6.133088,5384.70428467,6.133088,5386.76971436,6.133088,5177.51586914,6.133088,4611.32995605
6.149754,5384.70428467,6.149754,5384.70428467,6.149754,5386.76971436,6.149754,5384.70428467,6.149754,5187.84301758,6.149754,4621.52801514
6.16642,5384.70428467,6.16642,5386.76971436,6.16642,5384.70428467,6.16642,5384.70428467,6.16642,5181.64672852,6.16642,4619.5916748
6.183086,5386.76971436,6.183086,5384.70428467,6.183086,5384.70428467,6.183086,5384.70428467,6.183086,5177.51586914,6.183086,4510.76934814
6.199752,5384.70428467,6.199752,5384.70428467,6.199752,5384.70428467,6.199752,5384.70428467,6.199752,5169.38323975,6.199752,4383.61633301
6.216418,5384.70428467,6.216418,5384.70428467,6.216418,5384.70428467,6.216418,5384.70428467,6.216418,5177.51586914,6.216418,4369.28741455
6.233084,5386.76971436,6.233084,5384.70428467,6.233084,5384.70428467,6.233084,5386.76971436,6.233084,5177.51586914,6.233084,4432.79937744
6.24975,5384.70428467,6.24975,5384.70428467,6.24975,5384.70428467,6.24975,5384.70428467,6.24975,5181.64672852,6.24975,4473.84979248
6.266416,5384.70428467,6.266416,5384.70428467,6.266416,5384.70428467,6.266416,5384.70428467,6.266416,5185.77758789,6.266416,4500.57128906
6.283082,5384.70428467,6.283082,5384.70428467,6.283082,5384.70428467,6.283082,5384.70428467,6.283082,5171.31958008,6.283082,4519.03106689
6.299748,5386.76971436,6.299748,5386.76971436,6.299748,5386.76971436,6.299748,5384.70428467,6.299748,5167.31781006,6.299748,4525.22735596
6.316414,5384.70428467,6.316414,5384.70428467,6.316414,5384.70428467,6.316414,5384.70428467,6.316414,5171.31958008,6.316414,4523.16192627
6.33308,5384.70428467,6.33308,5384.70428467,6.33308,5384.70428467,6.33308,5384.70428467,6.33308,5173.38500977,6.33308,4525.22735596
6.349746,5384.70428467,6.349746,5384.70428467,6.349746,5384.70428467,6.349746,5384.70428467,6.349746,5167.31781006,6.349746,4531.29455566
6.366412,5384.70428467,6.366412,5384.70428467,6.366412,5386.76971436,6.366412,5384.70428467,6.366412,5159.05609131,6.366412,4510.76934814
6.383078,5384.70428467,6.383078,5384.70428467,6.383078,5384.70428467,6.383078,5384.70428467,6.383078,5175.45043945,6.383078,4529.22912598
6.399744,5384.70428467,6.399744,5384.70428467,6.399744,5384.70428467,6.399744,5384.70428467,6.399744,5171.31958008,6.399744,4533.35998535
6.41641,5384.70428467,6.41641,5384.70428467,6.41641,5384.70428467,6.41641,5384.70428467,6.41641,5159.05609131,6.41641,4514.90020752
6.433076,5384.70428467,6.433076,5386.76971436,6.433076,5384.70428467,6.433076,5384.70428467,6.433076,5173.38500977,6.433076,4519.03106689
6.449742,5384.70428467,6.449742,5384.70428467,6.449742,5384.70428467,6.449742,5384.70428467,6.449742,5181.64672852,6.449742,4531.29455566
6.466408,5384.70428467,6.466408,5384.70428467,6.466408,5384.70428467,6.466408,5384.70428467,6.466408,5167.31781006,6.466408,4510.76934814
6.483074,5386.76971436,6.483074,5384.70428467,6.483074,5384.70428467,6.483074,5384.70428467,6.483074,5165.25238037,6.483074,4516.96563721
6.49974,5384.70428467,6.49974,5384.70428467,6.49974,5384.70428467,6.49974,5386.76971436,6.49974,5173.38500977,6.49974,4527.16369629
6.516406,5384.70428467,6.516406,5384.70428467,6.516406,5384.70428467,6.516406,5386.76971436,6.516406,5173.38500977,6.516406,4541.6217041
6.533072,5384.70428467,6.533072,5384.70428467,6.533072,5384.70428467,6.533072,5384.70428467,6.533072,5181.64672852,6.533072,4543.68713379
6.549738,5384.70428467,6.549738,5384.70428467,6.549738,5384.70428467,6.549738,5382.63885498,6.549738,5173.38500977,6.549738,4547.68890381
6.566404,5384.70428467,6.566404,5384.70428467,6.566404,5386.76971436,6.566404,5384.70428467,6.566404,5173.38500977,6.566404,4558.01605225
6.58307,5384.70428467,6.58307,5384.70428467,6.58307,5384.70428467,6.58307,5384.70428467,6.58307,5154.92523193,6.58307,4560.08148193
6.599736,5386.76971436,6.599736,5384.70428467,6.599736,5386.76971436,6.599736,5384.70428467,6.599736,5183.7121582,6.599736,4566.14868164
6.616402,5382.63885498,6.616402,5384.70428467,6.616402,5384.70428467,6.616402,5384.70428467,6.616402,5175.45043945,6.616402,4570.27954102
6.633068,5384.70428467,6.633068,5384.70428467,6.633068,5384.70428467,6.633068,5384.70428467,6.633068,5163.18695068,6.633068,4574.41040039
6.649734,5384.70428467,6.649734,5384.70428467,6.649734,5384.70428467,6.649734,5386.76971436,6.649734,5167.31781006,6.649734,4560.08148193
6.6664,5384.70428467,6.6664,5384.70428467,6.6664,5384.70428467,6.6664,5384.70428467,6.6664,5177.51586914,6.6664,4590.80474854
6.683066,5384.70428467,6.683066,5384.70428467,6.683066,5384.70428467,6.683066,5384.70428467,6.683066,5173.38500977,6.683066,4582.67211914
6.699732,5384.70428467,6.699732,5384.70428467,6.699732,5384.70428467,6.699732,5384.70428467,6.699732,5179.58129883,6.699732,4568.21411133
6.716398,5384.70428467,6.716398,5384.70428467,6.716398,5384.70428467,6.716398,5384.70428467,6.716398,5193.91021729,6.716398,4576.47583008
6.733064,5386.76971436,6.733064,5382.63885498,6.733064,5384.70428467,6.733064,5382.63885498,6.733064,5195.97564697,6.733064,4592.87017822
6.74973,5384.70428467,6.74973,5384.70428467,6.74973,5384.70428467,6.74973,5384.70428467,6.74973,5183.7121582,6.74973,4588.73931885
6.766396,5384.70428467,6.766396,5384.70428467,6.766396,5384.70428467,6.766396,5384.70428467,6.766396,5187.84301758,6.766396,4584.60845947
6.783062,5384.70428467,6.783062,5384.70428467,6.783062,5384.70428467,6.783062,5386.76971436,6.783062,5191.8447876,6.783062,4594.93560791
6.799728,5384.70428467,6.799728,5386.76971436,6.799728,5384.70428467,6.799728,5384.70428467,6.799728,5179.58129883,6.799728,4590.80474854
6.816394,5384.70428467,6.816394,5384.70428467,6.816394,5384.70428467,6.816394,5384.70428467,6.816394,5159.05609131,6.816394,4580.60668945
6.83306,5384.70428467,6.83306,5384.70428467,6.83306,5384.70428467,6.83306,5384.70428467,6.83306,5167.31781006,6.83306,4599.06646729
6.849726,5384.70428467,6.849726,5384.70428467,6.849726,5384.70428467,6.849726,5384.70428467,6.849726,5167.31781006,6.849726,4597.0010376
6.866392,5384.70428467,6.866392,5384.70428467,6.866392,5384.70428467,6.866392,5384.70428467,6.866392,5150.92346191,6.866392,4584.60845947
6.883058,5384.70428467,6.883058,5384.70428467,6.883058,5384.70428467,6.883058,5384.70428467,6.883058,5165.25238037,6.883058,4607.19909668
6.899724,5384.70428467,6.899724,5384.70428467,6.899724,5384.70428467,6.899724,5384.70428467,6.899724,5156.99066162,6.899724,4603.0682373
6.91639,5384.70428467,6.91639,5384.70428467,6.91639,5384.70428467,6.91639,5384.70428467,6.91639,5148.85803223,6.91639,4603.0682373
6.933056,5384.70428467,6.933056,5384.70428467,6.933056,5384.70428467,6.933056,5384.70428467,6.933056,5167.31781006,6.933056,4607.19909668
6.949722,5384.70428467,6.949722,5384.70428467,6.949722,5384.70428467,6.949722,5386.76971436,6.949722,5167.31781006,6.949722,4613.39538574
6.966388,5384.70428467,6.966388,5386.76971436,6.966388,5384.70428467,6.966388,5386.76971436,6.966388,5138.53088379,6.966388,4621.52801514
6.983054,5384.70428467,6.983054,5384.70428467,6.983054,5384.70428467,6.983054,5386.76971436,6.983054,5148.85803223,6.983054,4629.78973389
6.99972,5384.70428467,6.99972,5384.70428467,6.99972,5384.70428467,6.99972,5384.70428467,6.99972,5169.38323975,6.99972,4615.46081543
7.016386,5384.70428467,7.016386,5384.70428467,7.016386,5384.70428467,7.016386,5386.76971436,7.016386,5163.18695068,7.016386,4633.92059326
7.033052,5384.70428467,7.033052,5384.70428467,7.033052,5384.70428467,7.033052,5384.70428467,7.033052,5152.85980225,7.033052,4625.65887451
7.049718,5384.70428467,7.049718,5384.70428467,7.049718,5384.70428467,7.049718,5384.70428467,7.049718,5175.45043945,7.049718,4619.5916748
7.066384,5384.70428467,7.066384,5384.70428467,7.066384,5384.70428467,7.066384,5386.76971436,7.066384,5175.45043945,7.066384,4613.39538574
7.08305,5384.70428467,7.08305,5386.76971436,7.08305,5384.70428467,7.08305,5384.70428467,7.08305,5167.31781006,7.08305,4599.06646729
7.099716,5384.70428467,7.099716,5384.70428467,7.099716,5384.70428467,7.099716,5384.70428467,7.099716,5177.51586914,7.099716,4570.27954102
7.116382,5384.70428467,7.116382,5386.76971436,7.116382,5384.70428467,7.116382,5384.70428467,7.116382,5173.38500977,7.116382,4553.88519287
7.133048,5384.70428467,7.133048,5384.70428467,7.133048,5384.70428467,7.133048,5384.70428467,7.133048,5167.31781006,7.133048,4555.95062256
7.149714,5384.70428467,7.149714,5384.70428467,7.149714,5384.70428467,7.149714,5384.70428467,7.149714,5183.7121582,7.149714,4523.16192627
7.16638,5386.76971436,7.16638,5384.70428467,7.16638,5384.70428467,7.16638,5384.70428467,7.16638,5171.31958008,7.16638,4529.22912598
7.183046,5386.76971436,7.183046,5384.70428467,7.183046,5384.70428467,7.183046,5384.70428467,7.183046,5179.58129883,7.183046,4541.6217041
7.199712,5384.70428467,7.199712,5384.70428467,7.199712,5384.70428467,7.199712,5384.70428467,7.199712,5173.38500977,7.199712,4533.35998535
7.216378,5384.70428467,7.216378,5384.70428467,7.216378,5386.76971436,7.216378,5384.70428467,7.216378,5169.38323975,7.216378,4535.42541504
7.233044,5384.70428467,7.233044,5384.70428467,7.233044,5384.70428467,7.233044,5384.70428467,7.233044,5175.45043945,7.233044,4555.95062256
7.24971,5386.76971436,7.24971,5384.70428467,7.24971,5384.70428467,7.24971,5384.70428467,7.24971,5171.31958008,7.24971,4549.7543335
7.266376,5384.70428467,7.266376,5384.70428467,7.266376,5384.70428467,7.266376,5384.70428467,7.266376,5167.31781006,7.266376,4545.62347412
7.283042,5384.70428467,7.283042,5384.70428467,7.283042,5384.70428467,7.283042,5384.70428467,7.283042,5181.64672852,7.283042,4558.01605225
7.299708,5386.76971436,7.299708,5384.70428467,7.299708,5384.70428467,7.299708,5384.70428467,7.299708,5171.31958008,7.299708,4551.81976318
7.316374,5384.70428467,7.316374,5384.70428467,7.316374,5384.70428467,7.316374,5384.70428467,7.316374,5181.64672852,7.316374,4553.88519287
7.33304,5384.70428467,7.33304,5384.70428467,7.33304,5384.70428467,7.33304,5384.70428467,7.33304,5183.7121582,7.33304,4551.81976318
7.349706,5384.70428467,7.349706,5386.76971436,7.349706,5384.70428467,7.349706,5384.70428467,7.349706,5200.10650635,7.349706,4564.21234131
7.366372,5386.76971436,7.366372,5384.70428467,7.366372,5384.70428467,7.366372,5384.70428467,7.366372,5183.7121582,7.366372,4564.21234131
7.383038,5386.76971436,7.383038,5384.70428467,7.383038,5384.70428467,7.383038,5384.70428467,7.383038,5177.51586914,7.383038,4558.01605225
7.399704,5384.70428467,7.399704,5384.70428467,7.399704,5384.70428467,7.399704,5384.70428467,7.399704,5181.64672852,7.399704,4564.21234131
7.41637,5384.70428467,7.41637,5382.63885498,7.41637,5384.70428467,7.41637,5384.70428467,7.41637,5167.31781006,7.41637,4553.88519287
7.433036,5384.70428467,7.433036,5384.70428467,7.433036,5384.70428467,7.433036,5384.70428467,7.433036,5163.18695068,7.433036,4537.49084473
7.449702,5384.70428467,7.449702,5384.70428467,7.449702,5386.76971436,7.449702,5384.70428467,7.449702,5191.8447876,7.449702,4547.68890381
7.466368,5384.70428467,7.466368,5384.70428467,7.466368,5386.76971436,7.466368,5384.70428467,7.466368,5171.31958008,7.466368,4533.35998535
7.483034,5386.76971436,7.483034,5386.76971436,7.483034,5384.70428467,7.483034,5384.70428467,7.483034,5165.25238037,7.483034,4531.29455566
7.4997,5384.70428467,7.4997,5384.70428467,7.4997,5384.70428467,7.4997,5386.76971436,7.4997,5175.45043945,7.4997,4525.22735596
7.516366,5384.70428467,7.516366,5384.70428467,7.516366,5384.70428467,7.516366,5384.70428467,7.516366,5179.58129883,7.516366,4537.49084473
7.533032,5384.70428467,7.533032,5384.70428467,7.533032,5384.70428467,7.533032,5384.70428467,7.533032,5191.8447876,7.533032,4541.6217041
7.549698,5386.76971436,7.549698,5384.70428467,7.549698,5384.70428467,7.549698,5384.70428467,7.549698,5173.38500977,7.549698,4525.22735596
7.566364,5384.70428467,7.566364,5386.76971436,7.566364,5384.70428467,7.566364,5384.70428467,7.566364,5173.38500977,7.566364,4543.68713379
7.58303,5384.70428467,7.58303,5386.76971436,7.58303,5384.70428467,7.58303,5384.70428467,7.58303,5183.7121582,7.58303,4551.81976318
7.599696,5384.70428467,7.599696,5386.76971436,7.599696,5384.70428467,7.599696,5384.70428467,7.599696,5187.84301758,7.599696,4537.49084473
7.616362,5384.70428467,7.616362,5384.70428467,7.616362,5384.70428467,7.616362,5382.63885498,7.616362,5177.51586914,7.616362,4553.88519287
7.633028,5384.70428467,7.633028,5386.76971436,7.633028,5384.70428467,7.633028,5384.70428467,7.633028,5191.8447876,7.633028,4558.01605225
7.649694,5384.70428467,7.649694,5384.70428467,7.649694,5386.76971436,7.649694,5384.70428467,7.649694,5187.84301758,7.649694,4539.55627441
7.66636,5384.70428467,7.66636,5384.70428467,7.66636,5384.70428467,7.66636,5386.76971436,7.66636,5191.8447876,7.66636,4551.81976318
7.683026,5386.76971436,7.683026,5384.70428467,7.683026,5384.70428467,7.683026,5384.70428467,7.683026,5177.51586914,7.683026,4555.95062256
7.699692,5386.76971436,7.699692,5384.70428467,7.699692,5384.70428467,7.699692,5384.70428467,7.699692,5175.45043945,7.699692,4535.42541504
7.716358,5384.70428467,7.716358,5384.70428467,7.716358,5384.70428467,7.716358,5384.70428467,7.716358,5177.51586914,7.716358,4529.22912598
7.733024,5386.76971436,7.733024,5384.70428467,7.733024,5384.70428467,7.733024,5384.70428467,7.733024,5191.8447876,7.733024,4553.88519287
7.74969,5384.70428467,7.74969,5386.76971436,7.74969,5384.70428467,7.74969,5384.70428467,7.74969,5173.38500977,7.74969,4547.68890381
7.766356,5384.70428467,7.766356,5382.63885498,7.766356,5384.70428467,7.766356,5384.70428467,7.766356,5167.31781006,7.766356,4549.7543335
7.783022,5384.70428467,7.783022,5386.76971436,7.783022,5384.70428467,7.783022,5384.70428467,7.783022,5187.84301758,7.783022,4560.08148193
7.799688,5384.70428467,7.799688,5384.70428467,7.799688,5384.70428467,7.799688,5384.70428467,7.799688,5191.8447876,7.799688,4568.21411133
7.816354,5384.70428467,7.816354,5384.70428467,7.816354,5384.70428467,7.816354,5384.70428467,7.816354,5175.45043945,7.816354,4568.21411133
7.83302,5384.70428467,7.83302,5384.70428467,7.83302,5384.70428467,7.83302,5384.70428467,7.83302,5187.84301758,7.83302,4588.73931885
7.849686,5384.70428467,7.849686,5384.70428467,7.849686,5384.70428467,7.849686,5384.70428467,7.849686,5200.10650635,7.849686,4601.13189697
7.866352,5384.70428467,7.866352,5384.70428467,7.866352,5384.70428467,7.866352,5384.70428467,7.866352,5195.97564697,7.866352,4597.0010376
7.883018,5384.70428467,7.883018,5384.70428467,7.883018,5384.70428467,7.883018,5384.70428467,7.883018,5177.51586914,7.883018,4586.67388916
7.899684,5384.70428467,7.899684,5384.70428467,7.899684,5386.76971436,7.899684,5384.70428467,7.899684,5177.51586914,7.899684,4588.73931885
7.91635,5382.63885498,7.91635,5384.70428467,7.91635,5384.70428467,7.91635,5384.70428467,7.91635,5171.31958008,7.91635,4582.67211914
7.933016,5384.70428467,7.933016,5384.70428467,7.933016,5384.70428467,7.933016,5384.70428467,7.933016,5187.84301758,7.933016,4576.47583008
7.949682,5384.70428467,7.949682,5384.70428467,7.949682,5384.70428467,7.949682,5384.70428467,7.949682,5200.10650635,7.949682,4568.21411133
7.966348,5384.70428467,7.966348,5384.70428467,7.966348,5384.70428467,7.966348,5384.70428467,7.966348,5181.64672852,7.966348,4576.47583008
7.983014,5384.70428467,7.983014,5384.70428467,7.983014,5384.70428467,7.983014,5384.70428467,7.983014,5181.64672852,7.983014,4580.60668945
7.99968,5384.70428467,7.99968,5384.70428467,7.99968,5384.70428467,7.99968,5384.70428467,7.99968,5191.8447876,7.99968,4560.08148193
8.016346,5384.70428467,8.016346,5384.70428467,8.016346,5384.70428467,8.016346,5384.70428467,8.016346,5200.10650635,8.016346,4586.67388916
8.033012,5384.70428467,8.033012,5384.70428467,8.033012,5384.70428467,8.033012,5384.70428467,8.033012,5179.58129883,8.033012,4590.80474854
8.049678,5384.70428467,8.049678,5384.70428467,8.049678,5386.76971436,8.049678,5384.70428467,8.049678,5185.77758789,8.049678,4582.67211914
8.066344,5384.70428467,8.066344,5384.70428467,8.066344,5384.70428467,8.066344,5384.70428467,8.066344,5198.04107666,8.066344,4592.87017822
8.08301,5386.76971436,8.08301,5386.76971436,8.08301,5384.70428467,8.08301,5384.70428467,8.08301,5187.84301758,8.08301,4601.13189697
8.099676,5384.70428467,8.099676,5384.70428467,8.099676,5384.70428467,8.099676,5386.76971436,8.099676,5179.58129883,8.099676,4590.80474854
8.116342,5384.70428467,8.116342,5382.63885498,8.116342,5382.63885498,8.116342,5384.70428467,8.116342,5175.45043945,8.116342,4586.67388916
8.133008,5384.70428467,8.133008,5384.70428467,8.133008,5384.70428467,8.133008,5386.76971436,8.133008,5183.7121582,8.133008,4597.0010376
8.149674,5386.76971436,8.149674,5384.70428467,8.149674,5384.70428467,8.149674,5386.76971436,8.149674,5191.8447876,8.149674,4592.87017822
8.16634,5384.70428467,8.16634,5384.70428467,8.16634,5384.70428467,8.16634,5384.70428467,8.16634,5175.45043945,8.16634,4584.60845947
8.183006,5384.70428467,8.183006,5384.70428467,8.183006,5384.70428467,8.183006,5384.70428467,8.183006,5169.38323975,8.183006,4597.0010376
8.199672,5384.70428467,8.199672,5386.76971436,8.199672,5384.70428467,8.199672,5386.76971436,8.199672,5189.77935791,8.199672,4592.87017822
8.216338,5384.70428467,8.216338,5384.70428467,8.216338,5384.70428467,8.216338,5384.70428467,8.216338,5187.84301758,8.216338,4584.60845947
8.233004,5384.70428467,8.233004,5384.70428467,8.233004,5384.70428467,8.233004,5384.70428467,8.233004,5183.7121582,8.233004,4594.93560791
8.24967,5384.70428467,8.24967,5384.70428467,8.24967,5384.70428467,8.24967,5384.70428467,8.24967,5183.7121582,8.24967,4599.06646729
8.266336,5384.70428467,8.266336,5382.63885498,8.266336,5384.70428467,8.266336,5384.70428467,8.266336,5198.04107666,8.266336,4588.73931885
8.283002,5384.70428467,8.283002,5384.70428467,8.283002,5384.70428467,8.283002,5384.70428467,8.283002,5226.69891357,8.283002,4592.87017822
8.299668,5384.70428467,8.299668,5384.70428467,8.299668,5384.70428467,8.299668,5384.70428467,8.299668,5171.31958008,8.299668,4605.13366699
8.316334,5384.70428467,8.316334,5382.63885498,8.316334,5384.70428467,8.316334,5384.70428467,8.316334,5126.26739502,8.316334,4607.19909668
8.333,5384.70428467,8.333,5384.70428467,8.333,5384.70428467,8.333,5384.70428467,8.333,5146.79260254,8.333,4586.67388916
8.349666,5384.70428467,8.349666,5384.70428467,8.349666,5384.70428467,8.349666,5384.70428467,8.349666,5161.121521,8.349666,4601.13189697
8.366332,5384.70428467,8.366332,5384.70428467,8.366332,5386.76971436,8.366332,5384.70428467,8.366332,5150.92346191,8.366332,4609.26452637
8.382998,5384.70428467,8.382998,5384.70428467,8.382998,5384.70428467,8.382998,5384.70428467,8.382998,5148.85803223,8.382998,4594.93560791
8.399664,5384.70428467,8.399664,5384.70428467,8.399664,5384.70428467,8.399664,5384.70428467,8.399664,5159.05609131,8.399664,4599.06646729
8.41633,5384.70428467,8.41633,5384.70428467,8.41633,5384.70428467,8.41633,5384.70428467,8.41633,5187.84301758,8.41633,4607.19909668
8.432996,5384.70428467,8.432996,5384.70428467,8.432996,5384.70428467,8.432996,5384.70428467,8.432996,5175.45043945,8.432996,4594.93560791
8.449662,5386.76971436,8.449662,5384.70428467,8.449662,5384.70428467,8.449662,5386.76971436,8.449662,5169.38323975,8.449662,4603.0682373
8.466328,5384.70428467,8.466328,5384.70428467,8.466328,5384.70428467,8.466328,5384.70428467,8.466328,5161.121521,8.466328,4615.46081543
8.482994,5384.70428467,8.482994,5384.70428467,8.482994,5384.70428467,8.482994,5384.70428467,8.482994,5156.99066162,8.482994,4609.26452637
8.49966,5384.70428467,8.49966,5384.70428467,8.49966,5386.76971436,8.49966,5384.70428467,8.49966,5144.72717285,8.49966,4601.13189697
8.516326,5384.70428467,8.516326,5384.70428467,8.516326,5384.70428467,8.516326,5384.70428467,8.516326,5134.40002441,8.516326,4621.52801514
8.532992,5384.70428467,8.532992,5384.70428467,8.532992,5384.70428467,8.532992,5386.76971436,8.532992,5148.85803223,8.532992,4635.98602295
8.549658,5386.76971436,8.549658,5384.70428467,8.549658,5384.70428467,8.549658,5384.70428467,8.549658,5159.05609131,8.549658,4623.59344482
8.566324,5384.70428467,8.566324,5384.70428467,8.566324,5386.76971436,8.566324,5384.70428467,8.566324,5159.05609131,8.566324,4631.85516357
8.58299,5384.70428467,8.58299,5384.70428467,8.58299,5384.70428467,8.58299,5384.70428467,8.58299,5185.77758789,8.58299,4656.51123047
8.599656,5384.70428467,8.599656,5386.76971436,8.599656,5384.70428467,8.599656,5384.70428467,8.599656,5189.77935791,8.599656,4638.05145264
8.616322,5386.76971436,8.616322,5382.63885498,8.616322,5384.70428467,8.616322,5386.76971436,8.616322,5189.77935791,8.616322,4633.92059326
8.632988,5384.70428467,8.632988,5384.70428467,8.632988,5384.70428467,8.632988,5384.70428467,8.632988,5191.8447876,8.632988,4664.64385986
8.649654,5386.76971436,8.649654,5386.76971436,8.649654,5384.70428467,8.649654,5384.70428467,8.649654,5181.64672852,8.649654,4631.85516357
8.66632,5386.76971436,8.66632,5384.70428467,8.66632,5384.70428467,8.66632,5384.70428467,8.66632,5220.63171387,8.66632,4603.0682373
8.682986,5384.70428467,8.682986,5386.76971436,8.682986,5384.70428467,8.682986,5384.70428467,8.682986,5241.15692139,8.682986,4574.41040039
